Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Senior Data Scientist,-1,"Founded in 2010, Lynx Analytics is a predictive analytics company, with a team of world-class quantitative marketing scientists and industry-experienced data scientists. We openly welcome ideas and innovation, and believe in succeeding as a team whilst having a great time doing it! By joining us, you'll work with a collaborative group of diverse and talented individuals.

We are looking for Senior Data Scientists to work on and lead complex data analysis projects using standard modelling and data transformation approaches as well as Lynx's proprietary graph analysis system.

You should be comfortable working with very large data sets residing in different data stores in disparate formats and be strong with hands-on implementation, as well as have the potential to move fast onto a high growth career trajectory. Leadership experience and charisma is a huge advantage.

Key responsibilities will include:
Collecting the business tequirements and designing the provided solution for a given problem
Leading the DS team and delivering/Implementing data science solutions at the client's location
Being responsible for the quality of deliverables
Present the results for stakeholders, get their CRs and feedback
Collaborating with the PMO and other internal teams
Supporting pre-sales activities by drafting projects and PoC-s
Create reusable documentations, presentations and code libraries from the led projects
Mentoring mid-senior and junior data scientists
Participating in internal education and research tasks
To succeed in this role, you should have 5+ years of industry experience (preferably in finance, telecommunication or retail fields) and strong knowledge of data mining and/or data science, probability theory, statistics, data science algorithms and their application in Customer Retention, Campaign Management etc. Excellent communication and data visualization skills are a must. You need to have good problem-solving skills and knowledge of DWH querying languages (like SQL, hive, Teradata, MySQL etc.) or Spark / pySpark and some experience in ETL designing. In addition, the ability to write programs in some programming language (e.g. R/Python) and be able to undertake travel as required (up to 50%, within the region).",4.2,"Lynx Analytics
4.2",Jakarta,51 to 200 Employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD)
Business Intelligence Analyst,-1,"Position Job Scope including, but not limited to:

Data wrangling and extracting from local file, database, or third parties
Creating automated and ad hoc business performance report in the most consumable way (Dashboard, Presentation, Document, etc)
Support business user to solve business question problem from data perspective
Perform Ad Hoc deep dive data analysis to support decision making process

Qualification Requirements:

A bachelor’s degree in any major (preferably in an analytical field - e.g. Engineerings, Mathematics, or Statistics)
A minimum of 3 years experience in data analysis or a related field
Have a capability in writing advanced SQL queries
Experience working with analytical/BI tools like Tableau, Power BI, metabase, etc
Strong written and verbal communication skills
Have a basic knowledge for statistical analysis
Have capability to use R/ Python will be a plus
Have ability in developing predictive data modelling (not necessary but would be a plus)

Powered by JazzHR

fXhe35n9un",-1,Sayurbox,Jakarta,51 to 200 Employees,2016,Company - Private,Farm Support Services,Agriculture & Forestry,Unknown / Non-Applicable
Data Engineer / Data Integration,-1,"JOB REF: AG0002257
Required Experience: 5 years
Type: Contract
Start: 5 May 2020
Duration: 5 months
Industry Sector: Consulting
Location: Jakarta Raya
Rate : Negotiable
Expenses: All inclusive in rate
Contact:
sindy.permata@atreusg.com (Sindy)

Best Opportunity for Data Engineer Consultant, in Jakarta, Indonesia.

Requirement:

We are looking for Data Enginer / Data Integration Consultant.

Minimum experience: 5 years in Data Engineer / Data Integration.

Start date requested: 05 May 2020.

End date requested: 21 Sep 2020.

Standard time: 5 months.

Other expenses: N/A.

Travel may be required: Travel is not required.

Primary work location: Jakarta Raya.

Line of Business: GBS – Application Innovation Consulting.

Immediately start in project.
Please share this project for friends and colleagues who available and suitable for this project.",1,"Atreus Global
1.0",Jakarta,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Data Analyst,-1,"Tanggung Jawab
S1 degree in math, finance (not accounting) or technical major is preferred
Loves to play around with data and pattern
Strong analytical background (data analytics and pattern recognition)
Knowledge in data structures
Excellent communication skills
Critical thinking
Attention to details
Knowing SQL Language/Power BI/Tableau/Metabase/Statistical-programs is a big plus
Persyaratan
Create reports to track and analyze business or product performance
Perform cross analysis between reports from various division to get business insight
Perform market research to gain external insight
Create data mapping, modeling and cleansing process
Cara Melamar

Setiap lamaran yang masuk akan di-review oleh Team Human Capital kami secara teliti dan hanya yang memenuhi kriteria akan dipanggil untuk wawancara. Harap perhatikan catatan dibawah ini.

Surat lamaran ditulis dalam bahasa Inggris dan dikirimkan dalam format MS Word atau PDF, dilengkapi dengan Curriculum Vitae dan Foto terbaru.
Lamaran dikirimkan lewat email ke: career@biznetnetworks.com, dengan posisi yang diminati sebagai judul surat.

Kalau lamaran anda tidak memenuhi syarat diatas, anda tidak akan dipanggil untuk wawancara.",4,"Biznet Networks
4.0",Jakarta,201 to 500 Employees,-1,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,Less than $1 million (USD)
Data Analyst,-1,"RESPONSIBILITIES:

Working closely with Data Engineer to maintain the data quality, continuously improving our data and make sure we handle all issues that can possibly occur
Design trackers to ensure we’ll get all the data we need from tracking
Build data visualisation and dashboard for monitor key metrics
Do data exploration to give actionable insights for business and product improvements
Handle ad-hoc data request for product performance review and improvements
Perform data collection and learn about the data both from within our product and from 3rd party

REQUIREMENTS:

Have minimum 1 year experience in related field
Being passionate in data for OTT Platform
Familiar with one or more languages for querying data ( SQL, python, spark)
Comfortable working with huge data sets and numbers (e.g. we have millions plays per day)
Ability to convert number to insights
Have a good interpersonal and communication skill
Knowledge of ETL to support and contribute to database implementation and systems is a plus
Knowledge of Analytics tools is a plus (Google Analytics, Firebase, etc)",4.2,"KMK Online
4.2",Jakarta,501 to 1000 Employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
"Software Engineer, Data",-1,"Job Responsibility:
Develop and implement Machine Learning pipeline infrastructure, including but not limited to: ETL (Extract, Transform and Load) of raw data into model features and building platform to automate ML training, testing and maintenance.Partnering with Data Scientists to transform prototypes of predictive models into high performance, well integrated systems.
Qualifications:
1-2 years (for Junior role) and 3-5 years (for Senior role) of relevant experiences in Software Engineering or Data EngineeringAbility to write robust code in PythonHigh degree of proficiency with RDBMS (i.e. MySQL, PostgreSQL) and No-SQL platforms (i.e. S3)Having baseline knowledge of data structures, data modelling and software architecture related to Machine LearningStrong interest in building scalable and reliable Machine Learning/ AI related servicesPast experience working with cloud services platform to build data pipeline, monitoring, scheduler and storage, preferably on AWS environment.Familiarity using a distributed computing platform, such as Hadoop or Spark is a plus",4,"FinAccel
4.0",Jakarta,51 to 200 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD)
Data Scientist,-1,"PT INDMIRA mencari Data Scientist untuk Indmira Group, yaitu PT Atnic Ekotekno Wicaksana dengan persyaratan sebagai berikut :

Menggunakan analisis kuantitatif dan data presentasi untuk melihat lebih dari data dan angka serta memahami apa yang terjadi dengan produk dan bisnis JALA
Memberikan insight untuk membantu tim produk dan tim bisnis memahami apa yang terjadi dengan pengguna JALA dan trend jangka panjang yang akan terjadi
Membantu tim produk untuk memberikan rekomendasi mengenai fitur apa yang tepat untuk dikembangkan
Mengembangkan end-to-end model deep learning dan fine-tune pada data kualitas air dan budidaya udang
Berperan dalam pengembangan workflow dan machine learning process JALA
Mendesain dan mengimplementasi data pipelines, proses ETL dan analytics tools
Mendesain algoritma AI/machine learning yang dapat memodelkan, meprediksi, atau mengidentifikasi berbagai jenis data dan informasi dalam budidaya tambak udang
Mengembangkan dan mencari metode penyimpanan dan visualisasi data yang efisien

Kebutuhan : 1 orang

Kualifikasi :

Usia 18-30 tahun
D3/S1 Teknologi Informasi, Ilmu Komputer, Statistik/Matematika Terapan
Familiar dengan data mining dan data modeling
Mampu mengumpulkan, memproses data dari berbagai sumber menggunakan SQL, R, Python atau tools scripting dan statistik lainnya
Memiliki pengalaman di data analytics
Memiliki pemahaman dalam analisis statistik (seperti: uji hipotesis, eksperimentasi, regresi) dan familiar dengan tools statisitik (Matlab,R, SAS atau Python)
Memiliki pengalaman menggunakan framework untuk Machine Learning
Paham mengenai data fundamentals: SQL, manipulasi data menggunakan procedural languange, statistik, eksperimentasi, dan modeling
Memiliki pengalaman dengan teknologi data AWS adalah nilai lebih

Lamaran diterima paling lambat tanggal 28 Februari 2019.

HUMAN CAPITAL & SYSTEM MANAGEMENT
PT.INDMIRA
JL. Kaliurang km 16,3 Yogyakarta 55582
Telp. 0274.898269
hc@indmira.com

Lowongan ini tidak aktif.",-1,PT Indmira,Yogyakarta,-1,-1,-1,-1,-1,-1
Senior Data Scientist,-1,"• Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions• Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies• Assess the effectiveness and accuracy of new data sources and data gathering techniques• Develop custom data models and algorithms to apply to data sets• Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes• Develop company A/B testing framework and test model quality• Coordinate with different functional teams to implement models and monitor outcomes• Develop processes and tools to monitor and analyze model performance and data accuracy• Bachelor degree or Master in Statistics, Mathematics, Computer or both degree, fresh graduated also can apply• Experience 5 - 7 years manipulating data sets and building statistical models,• Strong problem solving skills with an emphasis on product development• Experience using statistical computer languages (R, Python, SLQ, etc) to manipulate data and draw insights from large data sets• Experience working with and creating data architectures• Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc) and their real-world advantages/drawbacks• Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc) and experience with applications• Excellent written and verbal communication skills for coordinating across teams• A drive to learn and master new technologies and techniques• Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc• Experience querying databases and using statistical computer languages: R, Python, SQL, etc• Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc• Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc• Having Knowledge Big Data tools with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc• Experience visualizing/presenting data for stakeholders using: Periscope, Business Objects, D3, ggplot, etc""Waspada terhadap Modus Penipuan pada saat proses interview. Perusahaan tidak akan memungut biaya apapun dalam melakukan proses interview. Mohon segera melaporkan ke kami, jika pada saat Anda diundang untuk interview dan diminta untuk melakukan pembayaran dengan sejumlah uang. """"Please be aware of the Fraud Company. The company will never be collecting any payment in the process of interview. Please immediately report to us if there's any companies that collecting payment to the Jobseekers. """,3.5,"PT Mega Central Finance
3.5",Jakarta,1 to 50 Employees,-1,Company - Public,Lending,Finance,Less than $1 million (USD)
Data Analyst,-1,"Requirements
Minimum Bachelor Degree from Information Technology
Having experience in financial services industry is preferable
Able to work both individual and within team with deadline
Strong communication skill, initiative and analytical thinking
Skills required: Ms. Excel, Google Analytics, Firebase
Job Information
Education Level : S1
Job Level : Sr. Officer
Job Function : Information Technology (I.T.)
Job Type : Contract
Job Location : Jakarta
Work Experience : 3 Year",3.3,"MNC
3.3",Jakarta,501 to 1000 Employees,-1,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,Less than $1 million (USD)
Data Analyst,-1,"Persyaratan:
S1 Matematika/Statistik dari universitas terkemuka.
Minimal 2 tahun pengalaman sebagai Data Analyst di industri Televisi.
Data savvy dan memiliki semangat untuk belajar.
Bersedia bekerja dalam waktu yang panjang.

Bergabunglah bersama kami dengan mengirimkan resume Anda melalui email ke:

recruit@sctv.co.id / recruitment@indosiar.com",4.5,"Surya Citra Media
4.5",Jakarta,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Data Analyst,-1,"Support the client servicing, partnership and sales team with data extraction and data analysis
Support clients’ ad-hoc data requests that are not covered in the regular data delivery platform
Help internal stakeholders (client service, partnership, sales team) identify data trends that are useful to be shared with clients or for thought leadership needs
Proactively produce and find interesting data insights that can be shared with clients to enhance clients' satisfaction and our brand reputation
Proactively investigate data quality issues and conduct sense checks on data/KPIs
Build a sound understanding on all FMCG categories, brands, sub brands & SKUs so that daily data requests can be performed quickly with an in-depth knowledge and understanding of our clients’ brands
Support with some basic PPT charting & excel tables etc.

Proven experience as a Data Analyst/Market Research Analyst/Business Intelligence Analyst
Experience in the FMCG industry (Fast moving consumer goods) or Market Research is a plus
A degree in Mathematics, Statistics, Economics is a plus
Proficiency in SQL, Tableau, Excel is required
Excellent written and verbal communication skills
Able to multi-task, work independently and have good team spirit
Proficiency in English & Bahasa Indonesia is essential to communicate with local and global team",5,"emporio analytics Pte. Ltd.
5.0",Jakarta,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Data Analyst,-1,"Data Analyst

• Candidate must possess at least a Diploma, Bachelors Degree, Engineering (Computer/Telecommunication) or equivalent
• Required skill: Working in teams, analysis capabilities, Mastering Pivot table. Hlookup. Vlookup
• At least 1 year of working experience in the related field is required for this position
• Preferably Staff (non-management & non-supervisor)s
• Full-Time position available
• Placement in Bandung
• Accustomed to working with data, have analytical skills and problem solver
• Fresh Graduate will be considered

""Waspada terhadap Modus Penipuan pada saat proses interview. Perusahaan tidak akan memungut biaya apapun dalam melakukan proses interview. Mohon segera melaporkan ke kami, jika pada saat Anda diundang untuk interview dan diminta untuk melakukan pembayaran dengan sejumlah uang.""

""Please be aware of the Fraud Company. The company will never be collecting any payment in the process of interview. Please immediately report to us if there's any companies that collecting payment to the Jobseekers.""",-1,PT Tirta Utama Abadi,Bandung,-1,-1,-1,-1,-1,-1
Senior Data Engineer (Python),-1,"mClinica is hiring for a Sr. Data Engineer (Python) to serve our clients in Southeast Asia and support our growth regionally and globally. We are looking for a highly ambitious, dynamic individual who has the drive to excel. At mClinica, people who take initiative and ownership are rewarded significantly.

Your Role:

Act as a link between Technology and Data Analytics Team by translating analytical requirements into secured and performant technical solutions
Make sure that data is secure in the transport and at rest
Build, maintain and scale efficient data infrastructure / EDW, ETL and reporting pipelines
Develop and maintain the data platform, business intelligence and experimentation tools
Lead the management of data collection, organize the models, and forecast future needs
Automate repeatable tasks and reports generation
Help acquire, build, maintain, filter, and “clean” data, specifically related to healthcare products data from various systems and sources

Your Qualification:

+4 years of experience using Python (Python, Pandas, Numpy, Jupyter, Airflow, Celery, etc.)
+4 years of experience using and managing MySQL solutions including performance tuning
Experience building data pipelines in cloud environments (GCP, AWS, Azure)
Experience in integrating 3rd party REST APIs in an efficient manner
Experience combining data from various sources (S3, Database, API, Pub/Sub) and formats (SQL, Excel, CSV, JSON, Parquet, etc.)
Experience working with CI/CD
Experience using containers (Docker, k8s)
Experience using serverless infrastructure (SQS, Pub/Sub, lambda, cloud functions, etc.)
BS in Mathematics, Statistics, Economics, Engineering or other related field
Nice to have: Apache NiFi, ELK, BigQuery, Apache Kafka

What You Can Expect from Us:

Significant career growth opportunities in a fast-growing business
Competitive compensation package
Challenging and diverse assignments
Fun & casual working environment in an international team.

mClinica is a fast-growing, venture backed, impact-driven technology organization whose mission is to build connect the world’s pharmacies and improve market efficiencies and health outcomes for hundreds of millions of people across Asia. We are a team of over 100 smart and driven people and operate across southeast Asia. Today, we connect over 150,000 pharmacy professionals, 40,000 pharmacies and reach more than 100 million patients every month through our network. We work with the worlds’ leading pharmaceutical companies as well as NGOs and governments all of whom access our networks.

Locations: Indonesia
Categories: Tech
Employment Type: Full-time",4.1,"mClinica
4.1",Indonesia,201 to 500 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Analyst,-1,"Candidate must possess at least a Diploma, Bachelor's Degree, Engineering (Computer/Telecommunication) or equivalent.
Required skill(s): Working in teams, analysis capabilities, Mastering Pivot table. Hlookup. Vlookup.
At least 1 year(s) of working experience in the related field is required for this position.
Preferably Staff (non-management & non-supervisor)s.
Full-Time position(s) available.
Placement in Bandung
Accustomed to working with data , have analytical skills and problem solver
Fresh Graduate will be considered",-1,Tirta Utama Abadi PT,Jakarta,-1,-1,-1,-1,-1,-1
Data Analyst,-1,"The Risk team *is looking for a passionate data colleague to support further growth and development of the business.
What we are*:

Alfa Finance is an innovative and fast-growing player in online lending and investment management. In 2015 the Group launched its operations in the short-term consumer lending sector, when it started doing business in Eastern Europe.

Alfa Finance is growing rapidly – during the first half of 2016 the company expanded its online consumer lending business into Transcaucasia and South-East Asia. In 2017 Alfa Finance has launched a p2p investment platform and in 2018 will increase its presence in Europe and South Asia.

The management of the Group, possessing 20 years’ experience in international trade, banking, financial consultations and marketing, is aiming high. The goal is to become one of the leading providers of online financial services in the global market until 2020.

What you have:
Statistical modeling, PostgreSQL, TensorFlow Azure ML, Tableau;
Experience – 1-3 years in risk management or data analytics in Fintechs, Financial Institutions, Insurance Tech or E-commerce.
Proficiencies – statistics, statistical modeling (RStudio, Stata, Python, Azure ML or other), advanced SQL knowledge (PostgreSQL, MySQL or other);
Self-efficacy – including task and resource prioritization, ownership, ability to translate and interpret «statistics» for decision making;
English - good written and verbal.
What you will do: *
Analytics – notice and explain different patterns in data, understand the difference between correlation and causation;
Data analysis – credit scoring, continuous improvements applying advanced modelling techniques (e.g. decision trees, random forests, logistic regression or any other machine learning algorithms);
Working permanently in improving credit risk and quality of portfolio by challenging existing models and constantly searching for new solutions or data sources available;
KPI implementation;
Collaboration – knowledge exchange within Risk, Debt Collection and Operations colleagues, support of management and Group colleagues;
Grow - learn and develop new competencies.
We offer 100% candidate confidentiality, meaningful job, future career opportunities and great professional reputation.

Job Types: Full-time, Permanent

Salary: Rp523,000,000 - Rp732,200,000 per year

Experience:
risk management or data analytics: 1 year (Required)
Location:
Jakarta (Required)
Language:
English (Required)
Work Remotely:
No",-1,Alfa Finance,Jakarta,-1,-1,-1,-1,-1,-1
Data Analyst,-1,"Minimum Bachelor’s degree from any major. (Information Technology, Statistics, or MIS preferred).Knowledgeable in logistics and statistics.Required skill(s) : Ms. Excel, Ms. Access, Tableau, and SQL.Able to create informative report and dashboard.A team player, eager to learn, organized, and have strong problem solving skill.Proficient in English is a must.",-1,J-Express,Jakarta,1 to 50 Employees,-1,Company - Private,Trucking,Transportation & Logistics,$1 to $5 million (USD)
Data Engineer,-1,"Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. Our mission is to empower businesses and professionals to progress effortlessly. Our products (Talenta, Sleekr, Jurnal, KlikPajak) have been used by tens of thousands of business in Indonesia.

To reach millions, we need more people like you: entrepreneurs, builders, owners inside the company who are eager to grow at scale. Join us to empower more businesses with technology.

Job Descriptions:
Manage the whole architecture of data warehouse
Work together with Business Intelligence in delivering values from data
Work on collaborative team projects to implement robust data collection and processing pipelines
Responsible for building a clean data asset that has high quality and integrity
Work across departments to understand data patterns
Contribute to data modeling and data mart solutions
Requirements/Qualifications:
Bachelor Degree in computer science, engineering, mathematics or related fields
2+ years experience in data warehouse and architecture
2+ years experience in programming languages, frameworks and libraries such as Python, Java, Flask, Numpy, Pandas, etc
Excellent communication skills and analytical thinking
Having familiarity with data processing frameworks and distributed-computing ecosystems such as Hadoop, Spark, etc
Having familiarity with data pipelines and storages such as MongoDB, Cassandra, Kafka, Postgres
Experience in building distributed systems of data extraction, ingestion, and large data sets processing
Experience in custom ETL implementation and maintenance
Strong foundation of AI and machine learning techniques is a plus
Experience in ML model implementation and its system architecture is a plus
What You Will Get:
Competitive salary + daily allowance
Private health insurance (outpatient, inpatient, maternity, dental)
Allowance for sports activities and glasses/contact lenses
Strategic office location, accessible by MRT
Flexible working hours and remote work culture
Notebook Ownership Program
Friendly and dynamic work environment
Opportunity to take part in growing Indonesia's no. 1 SaaS company
Our team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up.

We wish you the best. Have a great day",4.7,"MEKARI (PT. Mid Solusi Nusantara)
4.7",Jakarta,201 to 500 Employees,-1,Unknown,-1,-1,Less than $1 million (USD)
Data Science Consultant,-1,"Job Description:
Define business issues with client and propose analytics subject to solve them
Extract data from several data sources with scratch SQL queries and cleanse the data from the statistical perspective
Analyze data using statistical software and contribute to driving client growth
Summarize insight into intelligible document and share it to client management and user
Collaborate with other parties and business partners and maintain good communication with them
Manage work streams and priorities for projects
Contribute to company growth through assigned project works as well as corporate activities

Specific Qualification:
A. Data extraction
Can understand and write complex SQL queries to create a dataset
Can understand ER diagrams with complex relationship
Can calculate basic statistics such as mean, median, standard deviation and correlation coefficient
Can handle outliers and null values with an appropriate manner

B. Analysis
Can perform Multiple/Linear regression analysis, Logistic regression analysis, Decision tree analysis
Can explain and use the cross validation for analysis
Can understand how to use ROC curves and Confusion Matrix, and use AUC, GINI, etc. to evaluate the accuracy of predicted values
Can understand and explain multicollinearity and its countermeasures

C. Statistics
Can understand basic probability distributions (normal distribution, binomial distribution, Bernoulli distribution, Poisson distribution, etc.) and sample distribution (t distribution, chi-square distribution, F distribution, etc.), and calculate their statistical quantities
Can understand point estimation and interval estimation methods and calculate estimated values
Can understand the method of hypothesis testing and perform basic tests

Standard Qualification:
Basic
Business Level English for both speaking and writing
Basic Consulting skill (Logical Thinking, Documentation, Presentation, Interview)
Problem solving capability
Basic IT knowledge
Ability to foster good Communication and relation with Client and Team member
Ability to multi-task, prioritize, and work well within a fast-paced, project-focused environment
Integrity, curiosity and strong willingness to learn new things as a professional consultant
Proactive and be responsible for the smoothly running and implementation of the project
Work independently with minimum supervision.

Attitude
Highly motivated, stable working under pressure or stress. forward thinking, and hard worker
Proactive and be responsible for the smoothly running and implementation of the project.

Education
Minimum Bachelor‘s Degree (GPA more than 3.2 with 4 scale)
Major in IT is preferable, such as Computer Science, Information System, and so on
Overseas experiences are preferable

Preferable qualifications
Background of Financial industry
Experienced working in multicultural environment or working/studying abroad
Experienced working in Consulting Company",3.5,"ABeam Consulting Indonesia
3.5",Jakarta,1001 to 5000 Employees,-1,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD)
Data Analyst,-1,"Responsibility :
Menafsirkan data, menganalisis hasil menggunakan teknik statistik dan memberikan laporan yang sedang berlangsung
Menganalisis dan menyiapkan sales plan
Mengumpulkan, mengevaluasi, menganalisis, dan mengoordinasikan peninjauan informasi keuangan dan klinis
Mengelola sumber data utama dan aplikasi data
Mempersiapkan laporan data yang jelas dan ringkas untuk kebutuhan meeting monthly dan yearly
Melakukan forecasting untuk ketersediaan stock (Pembelian produk)
Mengembangkan atau menyesuaikan program, metodologi, model dan file untuk analisis, presentasi, dan ilustrasi data
Berfungsi sebagai sumber daya untuk analisis data, konten laporan, desain laporan, dll sesuai kebutuhan

Requirements:
Berpengalaman setidaknya 1 tahun sebagai data analyst atau business analyst
Smart
Teliti dan bertanggung jawab
Dapat bergabung secepatnya
Berpengalaman menggunakan software Accurate
BISA BERGABUNG SECEPATNYA!",-1,Anugrah Indo Mandiri PT,Jakarta,-1,-1,-1,-1,-1,-1
Manager Data Science,-1,"A Bachelor Degree in Information Engineering, Information System, Computer Science, or related majors

Having at least 5 years experience in Data Analytics or Data Science

Good collaboration, analytical, and logical thinking skills

Enthusiasm for data

Expert in one or more statistic tools (Azura, SQL, Phyton/R, or other programming languages)

3+ years in managerial position

Interested working in eHealth industry",-1,PT Global Urban Esensial,Tangerang,-1,-1,-1,-1,-1,-1
Head of Data Science,-1,"Job Description
Lead, develop, and grow a team of 10-30 highly technical data science professionals creating world-class actionable insights, dashboards, and visualization that will help set the company direction.
Be a hands-on leader who can develop high performing teams to solve highly dynamic and complex business problems.
Be a self-starter, driven, accountable and a high sense of ownership for the work that you and the team produce.
Have an understanding of advanced statistical techniques such as Anomaly Detection, time series modeling, forecasting, machine learning, etc
Have a pipeline and automation driven approach, and create a process of how actionable insight can be delivered continuously and at scale.
Applied expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers to understand how our users behave on our platform
Ability and experience in data storytelling, explaining complex analysis to technical and nontechnical stakeholders
Partner with senior leaders across the company to understand business goals, consult on data strategies and produce repeatable outcomes
Requirements
Ms degree in a technical, business, management related field, Ph.D. is preferred
5+ years experience leading a highly technical team in a data-driven environment
5+ years of technical experience in a data science or analytics related role
Proven ability to succeed in both collaborative and independent work environments
A business-driven mindset, with a keen interest in the product, operations, and strategy
Strong written and verbal communication",4.3,"PT Bukalapak.com
4.3",Jakarta,201 to 500 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD)
Lead Data Scientist,-1,"Experience to lead in a fast-paced industry

Empowerment to build new initiatives

About Our Client

Our client is a leading tech-based Startup who has strong vision in developing their new product and project releases. Having a strong foundation in data organisation, they are aiming to expand further by gathering experts from different industries in order to develop new and unique initiatives this year.

Job Description
Partnering with upper management and cross division leaders in order to solve business and technology problems using scientific approaches
Progressive knowledge in the area of Data Science, Machine Learning, or Applied Science
Leading a team to gather, manage and scrub data collected from various ad and analytic platforms, to be used as training and test data to develop the ML Systems
Use data to solve complex problems which are pivotal to the business
The Successful Applicant
5+ years' experience in leading and delivering data analytics and machine learning solutions
Bachelor's degree or above in analytical field (Mathematics, Statistics, Engineering, Computer Science, etc.)
Excellent understanding of machine learning techniques, algorithms and applied statistic skills
Solid understanding on Cloud computing tools, preferably Google Cloud Platform
Had experience leading a team for solid analytical and problem solving to create data-driven insights
Data-oriented personality and has passion in big data
Solid skills in programming language (e.g. R, Java, Python), query languages and databases
What's on Offer
Experience to lead in a fast-paced industry
Sense of ownership and empowerment to build new initiatives
Competitive benefits",3.6,"Michael Page
3.6",Jakarta,201 to 500 Employees,-1,Company - Private,Security Services,Business Services,Less than $1 million (USD)
Cybersecurity Data Analyst,-1,"About the Position


Designing methodologies for continuous data collection of machine-generated data and the integrating of threat intelligence feeds; Developing and employing various methods and tools for data pre-processing, analysis, and visualization; Implementing and evaluating feature engineering techniques, statistical models, and algorithms for Cyber analytics and incident detection; Recognizing new use cases and opportunities to address specific business problems and challenges

Requirements
B.Sc. in a related field
At least 3 years of relevant experience in network security monitoring / intrusion detection analysis / incident response
In-depth knowledge of network protocols (TCP/IP)
Experience in programmatically analyzing and manipulating high-volume, multi-dimensional diverse data; in Python – an advantage
Experience coding in Python
Demonstrated success at thriving in an environment which offers ambiguously defined problems, big challenges, and quick changes
Excellent communication skills and able to work in a team
Fluent English
Experience working with security monitoring tools like ELK stack /Snort / Bro / Wireshark – an advantage
Experience designing and customizing policies for SIEM, AV and IPS/IDS – an advantage
Experience implementing methods for feature engineering, statistical modeling, and machine learning – an advantage
Knowledge of ICS network architecture and protocols – an advantage
Familiar with data visualization tools and frameworks – an advantage

Job Type: Full Time
Job Location: EMEA",-1,Intensity Global,Emea,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD)
Data Analyst Data,-1,"Kerja di Tunaiku
Lowongan Kerja",4.1,"Tunaiku
4.1",Jakarta,51 to 200 Employees,2014,Company - Private,Lending,Finance,Unknown / Non-Applicable
